mz,intensity,rel.intensity,theo.mass,delta,rdb,composition
705.5375849,269798,0.31,705.5381026,0.733727744,10.5,C46 H74 O3 P
705.5454849,598453.1,0.68,705.5463448,1.218732982,10.5,C46 H73 O5
705.554485,411226.7,0.47,705.5548981,0.585594506,6,C42 H75 O7 N
705.581385,201599.3,0.23,705.5803613,1.450780491,0.5,C40 H82 O7 P
706.466686,2929403.3,3.32,706.4664538,0.32875895,3.5,C36 H69 O10 N P
706.5214861,187090.9,0.21,706.5224293,1.33496218,6,C42 H76 O4 P2
706.5487861,380390.6,0.43,706.547467,1.867002207,1.5,C38 H76 O10 N
706.5575862,221202,0.25,706.5568499,1.041987448,14.5,C49 H72 O2 N
706.5844862,235394.1,0.27,706.5838525,0.896795014,0.5,C39 H80 O9 N
707.4698872,1112352.3,1.26,707.4707746,1.254232023,21,C50 H61 O2 N
707.5243873,228894.2,0.26,707.5232404,1.621031465,1.5,C38 H76 O9 P
707.5331873,186168.3,0.21,707.5341627,1.378535961,6,C41 H73 O8 N
707.5524873,260923.5,0.3,707.5513837,1.559816446,0.5,C39 H81 O6 P2
707.5610874,251230.4,0.28,707.5619949,1.282614244,9.5,C46 H75 O5
708.4824885,410195.2,0.46,708.4821039,0.542851961,2.5,C36 H71 O10 N P
708.4974885,492850,0.56,708.49736,0.181338312,6.5,C40 H71 O7 N P
709.6101898,274541.9,0.31,,,,
710.4982909,206036.2,0.23,710.4977539,0.755730136,1.5,C36 H73 O10 N P
710.5131909,260627.3,0.29,710.5130101,0.254494193,5.5,C40 H73 O7 N P
711.479092,263970.8,0.3,711.4785764,0.724799027,15,C46 H66 O3 N P
712.4690932,1933634.9,2.19,712.4687763,0.444865486,1.5,C35 H72 O9 N P2
712.5290933,219539.6,0.25,712.5286601,0.607926703,4.5,C40 H75 O7 N P
713.4723944,745088.1,0.84,713.4719563,0.613997722,6,C38 H67 O11 N
714.4662956,616009.7,0.7,714.4656659,0.88130244,14.5,C45 H65 O4 N P
714.5081957,752769.9,0.85,714.5079247,0.379246634,4.5,C39 H73 O8 N P
714.5443957,287046.2,0.32,714.5443102,0.11966888,3.5,C40 H77 O7 N P
715.4960968,175086.9,0.2,715.4969893,1.247373394,18,C49 H65 O3 N
715.5108969,271256.8,0.31,715.5098765,1.426068172,13,C46 H70 O3 N P
715.5760969,945716.9,1.07,715.5756336,0.647533246,7,C44 H77 O6 N
716.501098,187898.2,0.21,716.5000764,1.425875151,-0.5,C35 H76 O9 N P2
716.5151981,519076.4,0.59,716.5153325,0.187690831,3.5,C39 H76 O6 N P2
716.5236981,2200250.3,2.49,716.5235747,0.172106425,3.5,C39 H75 O8 N P
716.5795981,367344.6,0.42,716.5795502,0.066821519,6,C45 H82 O2 P2
717.5180992,1047347.7,1.19,717.5185126,0.57610574,8,C42 H71 O8 N
717.5269993,1085206.6,1.23,717.5255265,2.0524824,12,C46 H72 O3 N P
718.5216004,521625.4,0.59,718.5224293,1.153538977,7,C43 H76 O4 P2
718.5304005,1449541.8,1.64,718.5306715,0.377215283,7,C43 H75 O6 P
718.5387005,560568.1,0.63,718.5389137,0.296767901,7,C43 H74 O8
719.4983016,1600984.4,1.81,719.4977772,0.72890288,8,C41 H69 O9 N
719.5250016,782830.4,0.89,719.5256094,0.844619764,11.5,C46 H71 O6
719.5338017,2948072,3.34,719.5341627,0.501745092,7,C42 H73 O8 N
720.4974028,8279822,9.37,720.49736,0.059423242,7.5,C41 H71 O7 N P
720.5372029,1916393.5,2.17,720.5380794,1.216452176,6,C43 H78 O4 P2
721.500704,3627769.8,4.11,721.4993118,1.929599637,16,C48 H68 O2 N P
721.5404041,2163896.3,2.45,721.5412594,1.185493769,10.5,C46 H73 O6
721.5489041,925681.9,1.05,721.5498127,1.259345725,6,C42 H75 O8 N
722.4983052,8288293,9.38,722.4977539,0.763021364,2.5,C37 H73 O10 N P
722.5131052,37454916,42.39,722.5130101,0.131704232,6.5,C41 H73 O7 N P
722.5439053,1206844.1,1.37,722.5423816,2.108686089,1.5,C38 H76 O11 N
722.5525053,659127.8,0.75,722.5517645,1.02513524,14.5,C49 H72 O3 N
723.4933064,15704761,17.77,723.4926918,0.84948641,7,C40 H69 O10 N
723.5164064,16842138,19.06,723.5149619,1.996570121,15,C48 H70 O2 N P
723.5472065,1274752.9,1.44,723.5462983,1.25512428,0.5,C39 H81 O7 P2
723.5559065,701158.4,0.79,723.5569095,1.386262126,9.5,C46 H75 O6
724.4965076,5518929.5,6.25,724.4966085,0.139240151,6,C41 H74 O6 P2
724.5199076,6044904.5,6.84,724.5201068,0.274941826,10,C45 H73 O5 P
724.5285076,5700497,6.45,724.5286601,0.210479754,5.5,C41 H75 O7 N P
724.5506077,725704.8,0.82,724.5497895,1.129196157,0.5,C38 H79 O9 N P
724.5589077,310533.8,0.35,724.5580317,1.208957862,0.5,C38 H78 O11 N
725.4999088,879888.9,1,725.4997885,0.165732111,10.5,C44 H69 O8
725.5140088,961633.4,1.09,725.5129868,1.408651459,1,C37 H77 O8 N P2
725.5232088,9365029,10.6,725.523598,0.536416818,10,C44 H71 O7 N
725.5540088,727681.3,0.82,725.5560751,2.847890617,8.5,C46 H79 O2 P2
725.5622089,374896.5,0.42,725.5619484,0.359010667,-0.5,C39 H83 O7 P2
726.50761,461847.2,0.52,726.5076136,0.004941003,10,C44 H70 O8
726.51691,371542.6,0.42,726.5161669,1.022843921,5.5,C40 H72 O10 N
726.52651,4380410,4.96,726.5255498,1.321645309,18.5,C51 H68 O2 N
726.54431,3499416.3,3.96,726.5443102,0.000212953,4.5,C41 H77 O7 N P
726.55721,341436.3,0.39,726.5571973,0.017481241,-0.5,C38 H82 O7 N P2
726.5808101,514862.3,0.58,726.5806957,0.157421633,3.5,C42 H81 O6 N P
727.5300112,3336737.8,3.78,727.5306948,0.939537478,13.5,C48 H71 O5
727.5386112,2164699.5,2.45,727.5392481,0.875334254,9,C44 H73 O7 N
727.5472112,1456663.9,1.65,727.546262,1.304709842,13,C48 H74 O2 N P
727.5605112,310738.9,0.35,727.5603774,0.183927845,4,C41 H77 O9 N
727.5842113,204966,0.23,,,,
728.5233124,502129.6,0.57,728.5232636,0.066921765,9,C44 H72 O8
728.5333124,1514502.8,1.71,728.531817,2.052696778,4.5,C40 H74 O10 N
728.5418124,1051639.5,1.19,728.5411999,0.840794047,17.5,C51 H70 O2 N
728.5510124,713898.6,0.81,728.5514069,0.541504566,8,C45 H77 O5 P
728.5599124,1958914.5,2.22,728.5599603,0.065624111,3.5,C41 H79 O7 N P
728.5714125,608188.8,0.69,728.5725363,1.54254939,3,C42 H81 O7 P
728.5966125,193579.3,0.22,728.5963458,0.366078286,2.5,C42 H83 O6 N P
729.5271136,337791.8,0.38,729.5255265,2.175448039,13,C47 H72 O3 N P
729.5366136,1346660.9,1.52,729.5369619,0.477418563,-0.5,C37 H77 O13
729.5455136,965853.9,1.09,729.5463448,1.139337016,12.5,C48 H73 O5
729.5542136,874202.1,0.99,729.5548981,0.938238491,8,C44 H75 O7 N
729.5626136,878430.9,0.99,729.5619121,0.961646579,12,C48 H76 O2 N P
729.5742137,259335.6,0.29,729.5744881,0.376198575,11.5,C49 H78 O2 P
730.5395148,1332281.8,1.51,730.5392248,0.396965339,3.5,C40 H77 O8 N P
730.5577148,371253.3,0.42,730.5568499,1.183886752,16.5,C51 H72 O2 N
730.5662148,334268.3,0.38,730.567057,1.152764168,7,C45 H79 O5 P
730.5751148,268603.6,0.3,730.5752992,0.252360652,7,C45 H78 O7
731.533616,306862.9,0.35,731.5341627,0.747315104,8,C43 H73 O8 N
731.542916,798215.3,0.9,731.5411766,2.377703553,12,C47 H74 O3 N P
731.551616,281879.1,0.32,731.5513837,0.31757742,2.5,C41 H81 O6 P2
731.561216,353336,0.4,731.5619949,1.064647016,11.5,C48 H75 O5
731.569816,561401.8,0.64,731.5705482,1.000796103,7,C44 H77 O7 N
731.7651163,258313.4,0.29,731.7650518,0.088107955,1.5,C50 H99 O2
732.412617,843123.1,0.95,732.4117018,1.249606983,15.5,C43 H58 O9 N
732.4433171,375267.1,0.42,732.4430383,0.380668678,1,C34 H69 O14 P
732.4976171,401054.5,0.45,732.49736,0.351060804,8.5,C42 H71 O7 N P
732.5460172,437822.3,0.5,732.5463216,0.415482913,7,C44 H77 O6 P
732.5544172,284867.6,0.32,732.5545638,0.20006542,7,C44 H76 O8
732.5733172,255794.3,0.29,732.5725,1.115576016,15.5,C51 H74 O2 N
733.4161182,197075.4,0.22,733.4156185,0.681402457,14.5,C44 H63 O5 P2
733.5497184,955017.5,1.08,733.5498127,0.128610096,7,C43 H75 O8 N
733.5690184,210896.3,0.24,733.5694027,0.523892997,10.5,C48 H78 O3 P
734.5130196,1983537.6,2.24,734.5130101,-0.012926369,7.5,C42 H73 O7 N P
734.5523196,428654,0.49,734.5517645,0.755630953,15.5,C50 H72 O3 N
735.5160208,833323.1,0.94,735.5149619,1.439652439,16,C49 H70 O2 N P
735.5559208,342097,0.39,735.5569095,1.344155419,10.5,C47 H75 O6
736.4923219,2322248,2.63,736.4922746,0.064229035,7.5,C41 H71 O8 N P
736.5138219,662539.6,0.75,736.513404,0.567486726,2.5,C38 H75 O10 N P
736.528622,2709293.5,3.07,736.5286601,0.051813045,6.5,C42 H75 O7 N P
737.4955231,1004576.6,1.14,737.4942264,1.758244269,16,C48 H68 O3 N P
737.5237231,419890,0.48,737.523598,0.169695447,11,C45 H71 O7 N
737.5312232,1168115.3,1.32,737.5306119,0.828752139,15,C49 H72 O2 N P
737.5382232,1038019.7,1.17,737.5388541,0.855507591,15,C49 H71 O4 N
738.4980243,432912,0.49,738.4970024,1.383789398,2,C38 H76 O9 P2
738.5078243,1022560,1.16,738.5079247,0.13588523,6.5,C41 H73 O8 N P
738.5347244,273398.4,0.31,738.5357569,1.398067624,10,C46 H75 O5 P
738.5462244,248974.7,0.28,738.5466792,0.615800993,14.5,C49 H72 O4 N
739.4879255,358252.1,0.41,739.4876064,0.43149761,7,C40 H69 O11 N
739.5026255,473117.3,0.54,739.5028626,0.320534975,11,C44 H69 O8 N
739.5108255,508509.2,0.58,739.5098765,1.283335563,15,C48 H70 O3 N P
739.5389256,247903.6,0.28,739.5392481,0.436085817,10,C45 H73 O7 N
740.5061267,233028.6,0.26,740.5067792,0.881171414,10,C45 H74 O4 P2
740.5145267,456555.5,0.52,740.5150214,0.668064255,10,C45 H73 O6 P
740.5236267,583848.6,0.66,740.5235747,0.07020918,5.5,C41 H75 O8 N P
741.5180279,1346765.1,1.52,741.5185126,0.653649747,10,C44 H71 O8 N
742.5214291,758611.3,0.86,742.5204644,1.299222104,18.5,C51 H68 O3 N
742.5393291,2070102.8,2.34,742.5392248,0.140511479,4.5,C41 H77 O8 N P
743.5248303,717750.1,0.81,743.5256094,1.047781997,13.5,C48 H71 O6
743.5339303,624998.9,0.71,743.5341627,0.312492921,9,C44 H73 O8 N
743.5424303,918803.9,1.04,743.5411766,1.686155644,13,C48 H74 O3 N P
743.6075304,199033.4,0.23,743.6069337,0.802466513,7,C46 H81 O6 N
744.5285315,276852.8,0.31,744.5267316,2.41756785,4.5,C40 H74 O11 N
744.5474315,890512.4,1.01,744.5478609,0.576722476,-0.5,C37 H78 O13 N
744.5549316,2871818.8,3.25,744.5548749,0.076124567,3.5,C41 H79 O8 N P
744.5663316,889330,1.01,744.5674509,1.503381822,3,C42 H81 O8 P
745.5025327,1069348.9,1.21,745.5025049,0.037206421,4.5,C40 H74 O10 P
745.5313327,191690.1,0.22,745.5318765,0.729418921,-0.5,C37 H77 O14
745.5496327,2292524,2.59,745.5498127,0.241439791,8,C44 H75 O8 N
745.5576327,1455687.3,1.65,745.5568267,1.081165795,12,C48 H76 O3 N P
745.5694328,344810,0.39,745.5694027,0.040271874,11.5,C49 H78 O3 P
745.780833,407686.3,0.46,745.7807019,0.175862314,1.5,C51 H101 O2
746.5131339,13803758,15.62,746.5130101,0.165879704,8.5,C43 H73 O7 N P
746.5345339,322785.7,0.37,746.5341394,0.52842684,3.5,C40 H77 O9 N P
746.5524339,1353995.6,1.53,746.5517645,0.896637972,16.5,C51 H72 O3 N
746.5616339,1361602.5,1.54,746.5619716,0.452313704,7,C45 H79 O6 P
746.572734,180884.8,0.2,746.5728939,0.214254471,11.5,C48 H76 O5 N
747.5166351,6851187.5,7.75,747.518155,2.033293463,3.5,C40 H76 O10 P
747.5381351,191818,0.22,747.5360912,2.734151414,12,C47 H74 O4 N P
747.5567351,1248429.1,1.41,747.5569095,0.233244971,11.5,C48 H75 O6
747.5655351,6541757.5,7.4,747.5654628,0.096765609,7,C44 H77 O8 N
748.5287363,37376260,42.3,748.5286601,0.101766301,7.5,C43 H75 O7 N P
748.5613363,8200752.5,9.28,748.5623656,1.374922924,2,C41 H81 O9 P
749.5320375,17589622,19.91,749.5306119,1.901944327,16,C50 H72 O2 N P
749.5649375,3781128.8,4.28,749.5646285,0.412345705,6,C44 H81 O4 N P2
750.5078387,1013189.1,1.15,750.5079247,0.114609907,7.5,C42 H73 O8 N P
750.5443387,30100600,34.06,750.5443102,0.037997254,6.5,C43 H77 O7 N P
750.5681387,2267917.3,2.57,750.5678085,0.439929783,10.5,C47 H76 O6 N
751.5108399,449090.7,0.51,751.5098765,1.281920582,16,C49 H70 O3 N P
751.5392399,8019242,9.07,751.5392481,0.01086491,11,C46 H73 O7 N
751.5475399,14420101,16.32,751.546262,1.700373751,15,C50 H74 O2 N P
751.5783399,1300060.6,1.47,751.5775984,0.986593277,0.5,C41 H85 O7 P2
752.5084411,4059833,4.59,752.5083186,0.162724233,2.5,C38 H75 O11 N P
752.5235411,3181962,3.6,752.5235747,0.044745299,6.5,C42 H75 O8 N P
752.5421411,3390914.3,3.84,752.5411999,1.250730384,19.5,C53 H70 O2 N
752.5510411,4547700,5.15,752.5514069,0.486133612,10,C47 H77 O5 P
752.5595411,4901095.5,5.55,752.5596492,0.143561652,10,C47 H76 O7
752.5751411,885466.3,1,752.5752164,0.100004477,9.5,C47 H79 O4 N P
753.5118423,1593513.4,1.8,753.5126394,1.057895831,20,C52 H67 O3 N
753.5263423,1353193.4,1.53,753.5255265,1.082537758,15,C49 H72 O3 N P
753.5400423,2465053.5,2.79,753.539642,0.531228339,6,C42 H75 O10 N
753.5543423,6073376,6.87,753.5548981,0.737600926,10,C46 H75 O7 N
753.5847423,634100.1,0.72,753.5830414,2.257095962,9,C47 H80 O4 N P
754.3942433,235466.8,0.27,754.3936828,0.743027962,9.5,C38 H61 O12 N P
754.4877434,248602.5,0.28,754.4875832,0.212410294,2.5,C37 H73 O12 N P
754.5027434,369055.7,0.42,754.5028393,0.127053754,6.5,C41 H73 O9 N P
754.5157435,283944.4,0.32,754.5157265,0.022522467,1.5,C38 H78 O9 N P2
754.5297435,570294.8,0.65,754.5306715,1.229946833,10,C46 H75 O6 P
754.5412435,1621788.3,1.84,754.5415938,0.464265515,14.5,C49 H72 O5 N
754.5575435,2579998.3,2.92,754.5568499,0.919175365,18.5,C53 H72 O2 N
754.5835435,367121.2,0.42,754.5838525,0.409488207,4.5,C43 H80 O9 N
755.5332447,788398.3,0.89,755.5341627,1.215053421,10,C45 H73 O8 N
755.5450447,1494510.3,1.69,755.5443698,0.893292251,0.5,C39 H80 O11 P
755.5612447,1521511.8,1.72,755.5619949,0.992879303,13.5,C50 H75 O5
755.5697447,1842911.5,2.09,755.5705482,1.063408113,9,C46 H77 O7 N
755.5915447,258317.8,0.29,755.5916776,0.175784142,4,C43 H81 O9 N
756.5366459,337390.6,0.38,756.5361145,0.702385104,18.5,C52 H70 O3 N
756.5497459,897051.9,1.02,756.5490016,0.983724012,13.5,C49 H75 O3 N P
756.5644459,721108.3,0.82,756.5631171,1.756385013,4.5,C42 H78 O10 N
756.5729459,750860.5,0.85,756.5725,0.589386776,17.5,C53 H74 O2 N
757.5402471,333435,0.38,757.5412594,1.336393518,13.5,C49 H73 O6
757.5511471,783361.9,0.89,757.5517776,0.832335487,-0.5,C39 H83 O9 P2
757.5680471,602661.6,0.68,757.568262,0.283715097,-0.5,C39 H81 O13
757.5762471,581416.6,0.66,757.5755871,0.87125747,-1,C39 H85 O8 N P2
758.5129482,273400.4,0.31,758.5130101,0.081517645,9.5,C44 H73 O7 N P
758.5541483,412895.8,0.47,758.5537294,0.552176987,8,C46 H80 O4 P2
758.5706483,502852.1,0.57,758.5705249,0.162620762,3.5,C42 H81 O8 N P
759.5599495,454950.2,0.51,759.5595896,0.473820909,17,C52 H73 O3 N
759.5726495,247135.8,0.28,759.5724767,0.227431818,12,C49 H78 O3 N P
760.5134506,4029570,4.56,760.513404,0.061319999,4.5,C40 H75 O10 N P
760.5284506,1375579.6,1.56,760.528349,0.133605593,13,C48 H72 O7
760.5501507,287133.5,0.32,760.5497895,0.474878849,3.5,C41 H79 O9 N P
760.5618507,265134.5,0.3,760.5623656,0.6769691,3,C42 H81 O9 P
761.5167518,2067840.5,2.34,761.5177248,1.277652565,22,C54 H67 O2 N
761.5321518,543634.6,0.62,761.5306119,2.022114226,17,C51 H72 O2 N P
761.5450518,382789.2,0.43,761.5447274,0.426087924,8,C44 H75 O9 N
761.5653519,188918.2,0.21,761.5658567,0.662922304,3,C41 H79 O11 N
761.5810519,474160.8,0.54,761.5811129,0.080071832,7,C45 H79 O8 N
762.507753,897196.8,1.02,762.5076136,0.182844645,13,C47 H70 O8
762.520253,1885746.6,2.13,762.5205007,0.324875537,8,C44 H75 O8 P
762.533053,190871.5,0.22,762.5333879,0.439152707,3,C41 H80 O8 P2
762.544153,1078708,1.22,762.5443102,0.206079795,7.5,C44 H77 O7 N P
762.5659531,271416.1,0.31,762.5654396,0.673401481,2.5,C41 H81 O9 N P
762.5774531,291667.8,0.33,762.5780156,0.737673592,2,C42 H83 O9 P
762.5823531,281073,0.32,762.5830647,0.933132496,15.5,C52 H76 O3 N
763.5108542,619284.7,0.7,763.5098765,1.28055008,17,C50 H70 O3 N P
763.5234542,3369333.5,3.81,763.5239919,0.704243358,8,C43 H73 O10 N
763.5385542,336016.9,0.38,763.5392481,0.908702732,12,C47 H73 O7 N
763.5462542,357290,0.4,763.546262,0.01015416,16,C51 H74 O2 N P
763.5607543,842606.9,0.95,763.5603774,0.493515271,7,C44 H77 O9 N
764.5230554,2534207.5,2.87,764.5232636,0.272374096,12,C47 H72 O8
764.5456554,344008.7,0.39,764.5447041,1.244298647,2.5,C40 H79 O10 N P
764.5551554,204989.1,0.23,764.554087,1.397439997,15.5,C51 H75 O2 N P
765.5182566,1533463.5,1.74,765.5185126,0.334439428,12,C46 H71 O8 N
765.5305566,1493998.3,1.69,765.5310887,0.695027545,11.5,C47 H73 O8
765.5689567,314713.9,0.36,765.5677853,1.53006748,6,C44 H80 O7 N P
766.5220578,752588.3,0.85,766.5224293,0.48465077,11,C47 H76 O4 P2
766.5272578,799214.4,0.9,766.5263376,1.200418834,11.5,C46 H72 O8 N
766.5393578,8242357,9.33,766.5392248,0.173518348,6.5,C43 H77 O8 N P
767.533759,2153375.8,2.44,767.5341627,0.525939061,11,C46 H73 O8 N
767.542459,4264009.5,4.83,767.5411766,1.670789146,15,C50 H74 O3 N P
768.5367602,914579.9,1.03,768.5361145,0.84018995,19.5,C53 H70 O3 N
768.5461602,2900903.3,3.28,768.5463216,0.209942129,10,C47 H77 O6 P
768.5544602,2448179.5,2.77,768.5545638,0.134731885,10,C47 H76 O8
769.5493614,5645974.5,6.39,769.5498127,0.586489164,10,C46 H75 O8 N
770.5354626,246311.5,0.28,770.5365084,1.357261887,14.5,C49 H72 O6 N
770.5527626,2987133.5,3.38,770.5537294,1.254695206,9,C47 H80 O4 P2
770.5694626,485890.6,0.55,770.5702138,0.974871081,9,C47 H78 O8
771.5175638,229879.9,0.26,771.518155,0.766341942,5.5,C42 H76 O10 P
771.5561638,2201454,2.49,771.5569095,0.966476917,13.5,C50 H75 O6
771.6386639,330222.8,0.37,771.6382338,0.557360113,7,C48 H85 O6 N
772.513565,460627,0.52,772.513404,0.208373655,5.5,C41 H75 O10 N P
772.528565,3847723.5,4.35,772.5286601,0.123169418,9.5,C45 H75 O7 N P
772.559465,943073.7,1.07,772.5580317,1.855272685,4.5,C42 H78 O11 N
772.567765,752208.6,0.85,772.5674146,0.453557455,17.5,C53 H74 O3 N
772.586265,267619.8,0.3,772.586175,0.116543143,3.5,C43 H83 O8 N P
773.5328662,2842185.3,3.22,773.5338051,1.213785535,4.5,C42 H78 O10 P
773.5628662,860644.3,0.97,773.5631767,0.40131672,-0.5,C39 H81 O14
773.5715662,550110.4,0.62,773.5725596,1.284105933,12.5,C50 H77 O6
773.5803662,574777.9,0.65,773.5811129,0.965181366,8,C46 H79 O8 N
774.4595673,1999402.4,2.26,774.458652,1.181816281,15.5,C46 H64 O9 N
774.5441674,5041496,5.71,774.5443102,0.184377182,8.5,C45 H77 O7 N P
774.5662674,656876.6,0.74,774.5654396,1.068791797,3.5,C42 H81 O9 N P
774.5771674,401753.4,0.45,774.5780156,1.095045104,3,C43 H83 O9 P
775.4630685,812954.3,0.92,775.4625687,0.644508514,14.5,C47 H69 O5 P2
775.5472686,2652615.5,3,775.546262,1.297902444,17,C52 H74 O2 N P
775.5624686,408224.6,0.46,775.5603774,2.696323868,8,C45 H77 O9 N
775.5679686,434998.1,0.49,775.5673914,0.744282113,12,C49 H78 O4 N P
775.5798686,252325.2,0.29,775.5799674,0.12739429,11.5,C50 H80 O4 P
775.5966686,798079.4,0.9,775.5967629,0.121584967,7,C46 H81 O8 N
776.5234697,1358632.8,1.54,776.5235747,0.135216346,8.5,C44 H75 O8 N P
776.5446698,1224219.1,1.39,776.5447041,0.044223339,3.5,C41 H79 O10 N P
776.5596698,2709761.5,3.07,776.5596492,0.026572038,12,C49 H76 O7
776.5840698,221694.6,0.25,776.5834586,0.787055295,11.5,C49 H78 O6 N
776.5923698,923796.3,1.05,776.5936657,1.668640899,2,C43 H85 O9 P
777.5263709,635194.4,0.72,777.5255265,1.086000543,17,C51 H72 O3 N P
777.539771,1457830,1.65,777.539642,0.165875516,8,C44 H75 O10 N
777.554171,1696645.5,1.92,777.5548981,0.935175069,12,C48 H75 O7 N
777.562671,1496348.9,1.69,777.5619121,0.976034612,16,C52 H76 O2 N P
777.576371,2338305.3,2.65,777.5760275,0.441769066,7,C45 H79 O9 N
777.596171,428122,0.48,777.5959286,0.311781979,6,C46 H85 O4 N P2
778.5238721,4889894,5.53,778.5239687,0.123993517,3.5,C40 H77 O11 N P
778.5389722,2609475.5,2.95,778.5389137,0.075069302,12,C48 H74 O8
778.5481722,620557.9,0.7,778.547467,0.905720884,7.5,C44 H76 O10 N
778.5578722,814906.3,0.92,778.5588148,1.21073262,11,C49 H80 O3 P2
778.5740722,1049233.9,1.19,778.5729302,1.466730942,2,C42 H83 O10 P
778.5821722,598264.6,0.68,778.5823131,0.181029268,15,C53 H79 O2 P
779.5273733,1942291,2.2,779.5282895,1.175225169,21,C54 H69 O3 N
779.5414733,1175442.8,1.33,779.5411766,0.380655933,16,C51 H74 O3 N P
779.5544734,1807443.1,2.05,779.5540638,0.525419406,11,C48 H79 O3 N P2
779.5697734,1319795.1,1.49,779.5705482,0.993888782,11,C48 H77 O7 N
779.5850734,606581.6,0.69,779.5858043,0.937586786,15,C52 H77 O4 N
780.5186745,623484.4,0.71,780.5184894,0.237220359,7.5,C43 H75 O9 N P
780.5310745,472298.9,0.53,780.5310654,0.011671162,7,C44 H77 O9 P
780.5396745,458488.6,0.52,780.5396187,0.071504308,2.5,C40 H79 O11 N P
780.5490746,916146.4,1.04,780.5490016,0.093406887,15.5,C51 H75 O3 N P
780.5555746,1574996.3,1.78,780.5548749,0.896399536,6.5,C44 H79 O8 N P
780.5727746,566233.4,0.64,780.5725,0.351776546,19.5,C55 H74 O2 N
780.5913746,405199.1,0.46,780.5912604,0.146328899,5.5,C45 H83 O7 N P
781.5471757,483588.5,0.55,781.5471327,0.055125197,6.5,C44 H77 O11
781.5641758,882472,1,781.5650689,1.142733157,15,C51 H75 O5 N
781.5843758,623460.7,0.71,781.5838293,0.699244397,1,C41 H84 O10 N P
782.5341769,1019103.8,1.15,782.5341394,0.047919215,6.5,C43 H77 O9 N P
782.557577,805200.4,0.91,782.5576378,0.077723866,10.5,C47 H76 O8 N
782.565077,909078.6,1.03,782.5646517,0.543408814,14.5,C51 H77 O3 N P
782.588277,233016.3,0.26,782.5881501,0.162193457,18.5,C55 H76 O2 N
783.5373781,487468.1,0.55,783.5360912,1.642412404,15,C50 H74 O4 N P
783.5699782,737350.4,0.83,783.5701078,0.165393234,5,C44 H83 O6 N P2
784.5135793,468122.3,0.53,784.513404,0.223460947,6.5,C42 H75 O10 N P
784.5490793,315536.5,0.36,784.5494784,0.50864791,10,C47 H76 O9
784.5638793,579808.2,0.66,784.5647345,1.090010489,14,C51 H76 O6
784.5722794,703109.2,0.8,784.5732878,1.28538935,9.5,C47 H78 O8 N
785.5449805,317823.9,0.36,785.5447274,0.32227101,10,C46 H75 O9 N
785.5670805,200594.1,0.23,785.5658567,1.557876785,5,C43 H79 O11 N
785.5757806,352050.2,0.4,785.5752396,0.688555586,18,C54 H75 O3 N
786.5290817,3739817.3,4.23,786.529054,0.035156553,5.5,C42 H77 O10 N P
786.5784818,369134.7,0.42,786.5783267,0.197109067,-0.5,C40 H86 O9 N P2
787.5323829,1825674.9,2.07,787.5333748,1.259550572,23,C56 H69 O2 N
788.5236841,383267.7,0.43,788.5235747,0.138661967,9.5,C45 H75 O8 N P
788.5446841,14392348,16.29,788.5447041,0.025369172,4.5,C42 H79 O10 N P
789.5478853,7052559,7.98,789.5490249,1.443349265,22,C56 H71 O2 N
790.5391865,1392208,1.58,790.5392248,0.048471034,8.5,C45 H77 O8 N P
790.5513865,4240012,4.8,790.5518009,0.524145189,8,C46 H79 O8 P
791.5424877,747961.9,0.85,791.5411766,1.65635449,17,C52 H74 O3 N P
791.5546877,7311434.5,8.27,791.555292,0.763492075,8,C45 H77 O10 N
791.5918877,177991.1,0.2,791.5916776,0.265527434,7,C46 H81 O9 N
792.5180889,175566.9,0.2,792.5181783,0.112817091,13,C48 H72 O9
792.5583889,3268517,3.7,792.5592087,1.034399331,7,C46 H82 O6 P2
793.50229,214950,0.24,793.5025049,0.270845077,8.5,C44 H74 O10 P
793.5494901,1489375.1,1.69,793.5498127,0.406602111,12,C48 H75 O8 N
793.5617901,2553153,2.89,793.5623888,0.754451941,11.5,C49 H77 O8
794.5341913,890822.2,1.01,794.5341394,0.065239603,7.5,C44 H77 O9 N P
794.5533913,729146.4,0.83,794.5537294,0.425565858,11,C49 H80 O4 P2
794.5645913,1754249.8,1.99,794.5646517,0.076030527,15.5,C52 H77 O3 N P
794.6224914,220617.9,0.25,794.6221666,0.40872314,9.5,C50 H85 O4 N P
795.5180924,243976.5,0.28,795.518155,0.07865607,7.5,C44 H76 O10 P
795.5367925,349204.9,0.4,795.5360912,0.881451959,16,C51 H74 O4 N P
795.5678925,1228291.6,1.39,795.5674277,0.58425969,1.5,C42 H85 O9 P2
796.5137936,340323.7,0.39,796.513404,0.489188086,7.5,C43 H75 O10 N P
796.5345937,394968.9,0.45,796.5345333,0.075705248,2.5,C40 H79 O12 N P
796.5499937,934156.8,1.06,796.5497895,0.256329118,6.5,C44 H79 O9 N P
796.5712937,687907.4,0.78,796.5709189,0.470562206,1.5,C41 H83 O11 N P
797.5515949,458037.6,0.52,797.5517413,0.183599242,15,C51 H76 O4 N P
797.5603949,212958.5,0.24,797.5599835,0.515788093,15,C51 H75 O6 N
797.5811949,659852.6,0.75,797.5811129,0.102847141,10,C48 H79 O8 N
797.654295,641119.9,0.73,797.6538839,0.515383146,8,C50 H87 O6 N
